	D1-35	D10-7	D11-1	D2-1-6	D2-2	D3-D-27	D3-K-57	D4-185	D5-8	D6-5	D7-157	D8-8	D9-4
OG0036941					maker-SEQ_2585059-augustus-gene-0.2-mRNA-1								
OG0036942					genemark-SEQ_2585463-processed-gene-0.1-mRNA-1								
OG0036943					genemark-SEQ_2585345-processed-gene-0.0-mRNA-1								
OG0036944					genemark-SEQ_2585222-processed-gene-0.0-mRNA-1								
OG0036945					genemark-SEQ_2585226-processed-gene-0.0-mRNA-1								
OG0036946					genemark-SEQ_2584725-processed-gene-0.0-mRNA-1								
OG0036947					maker-SEQ_2586275-augustus-gene-0.2-mRNA-1								
OG0036948					augustus_masked-SEQ_2585853-processed-gene-0.1-mRNA-1								
OG0036949					genemark-SEQ_2586854-processed-gene-0.0-mRNA-1								
OG0036950					genemark-SEQ_2585891-processed-gene-0.0-mRNA-1								
OG0036951					genemark-SEQ_2586889-processed-gene-0.0-mRNA-1								
OG0036952					maker-SEQ_2585895-augustus-gene-0.5-mRNA-1								
OG0036953					augustus_masked-SEQ_2586325-processed-gene-0.2-mRNA-1								
OG0036954					augustus_masked-SEQ_2586569-processed-gene-0.1-mRNA-1								
OG0036955					maker-SEQ_2587347-augustus-gene-0.4-mRNA-1								
OG0036956					augustus_masked-SEQ_2587750-processed-gene-0.1-mRNA-1								
OG0036957					augustus_masked-SEQ_2587140-processed-gene-0.4-mRNA-1								
OG0036958					genemark-SEQ_2587275-processed-gene-0.2-mRNA-1								
OG0036959					genemark-SEQ_2587756-processed-gene-0.1-mRNA-1								
OG0036960					genemark-SEQ_2587693-processed-gene-0.0-mRNA-1								
OG0036961					augustus_masked-SEQ_2587556-processed-gene-0.1-mRNA-1								
OG0036962					maker-SEQ_2587716-augustus-gene-0.2-mRNA-1								
OG0036963					genemark-SEQ_2589208-processed-gene-0.0-mRNA-1								
OG0036964					genemark-SEQ_2588688-processed-gene-0.0-mRNA-1								
OG0036965					augustus_masked-SEQ_2588584-processed-gene-0.1-mRNA-1								
OG0036966					augustus_masked-SEQ_2589449-processed-gene-0.1-mRNA-1								
OG0036967					maker-SEQ_2588730-augustus-gene-0.2-mRNA-1								
OG0036968					maker-SEQ_2588779-augustus-gene-0.2-mRNA-1								
OG0036969					augustus_masked-SEQ_2590037-processed-gene-0.3-mRNA-1								
OG0036970					augustus_masked-SEQ_2589623-processed-gene-0.1-mRNA-1								
OG0036971					genemark-SEQ_2589897-processed-gene-0.0-mRNA-1								
OG0036972					augustus_masked-SEQ_2589685-processed-gene-0.1-mRNA-1								
OG0036973					genemark-SEQ_2589702-processed-gene-0.0-mRNA-1								
OG0036974					genemark-SEQ_2590028-processed-gene-0.0-mRNA-1								
OG0036975					genemark-SEQ_2589911-processed-gene-0.0-mRNA-1								
OG0036976					genemark-SEQ_2591835-processed-gene-0.0-mRNA-1								
OG0036977					genemark-SEQ_2591399-processed-gene-0.0-mRNA-1								
OG0036978					genemark-SEQ_2591567-processed-gene-0.1-mRNA-1								
OG0036979					maker-SEQ_2591755-augustus-gene-0.4-mRNA-1								
OG0036980					genemark-SEQ_2591745-processed-gene-0.1-mRNA-1								
OG0036981					maker-SEQ_2591229-augustus-gene-0.3-mRNA-1								
OG0036982					genemark-SEQ_2591704-processed-gene-0.1-mRNA-1								
OG0036983					genemark-SEQ_2591402-processed-gene-0.0-mRNA-1								
OG0036984					maker-SEQ_2591291-augustus-gene-0.4-mRNA-1								
OG0036985					maker-SEQ_2592616-augustus-gene-0.3-mRNA-1								
OG0036986					genemark-SEQ_2592366-processed-gene-0.1-mRNA-1								
OG0036987					maker-SEQ_2592379-augustus-gene-0.5-mRNA-1								
OG0036988					augustus_masked-SEQ_2592564-processed-gene-0.3-mRNA-1								
OG0036989					genemark-SEQ_2592564-processed-gene-0.0-mRNA-1								
OG0036990					genemark-SEQ_2593435-processed-gene-0.0-mRNA-1								
OG0036991					maker-SEQ_2593435-augustus-gene-0.1-mRNA-1								
OG0036992					maker-SEQ_2593494-augustus-gene-0.1-mRNA-1								
OG0036993					genemark-SEQ_2593845-processed-gene-0.1-mRNA-1								
OG0036994					genemark-SEQ_2593712-processed-gene-0.0-mRNA-1								
OG0036995					genemark-SEQ_2594424-processed-gene-0.1-mRNA-1								
OG0036996					augustus_masked-SEQ_2593470-processed-gene-0.3-mRNA-1								
OG0036997					genemark-SEQ_2593614-processed-gene-0.2-mRNA-1								
OG0036998					maker-SEQ_2593892-augustus-gene-0.3-mRNA-1								
OG0036999					maker-SEQ_2593375-augustus-gene-0.2-mRNA-1								
OG0037000					genemark-SEQ_2593566-processed-gene-0.1-mRNA-1								
OG0037001						genemark-SEQ_11889-processed-gene-0.3-mRNA-1							
OG0037002						genemark-SEQ_29372-processed-gene-0.0-mRNA-1							
OG0037003						genemark-SEQ_116819-processed-gene-0.0-mRNA-1							
OG0037004						genemark-SEQ_177932-processed-gene-0.0-mRNA-1							
OG0037005						maker-SEQ_201015-augustus-gene-0.2-mRNA-1							
OG0037006						maker-SEQ_179106-augustus-gene-0.2-mRNA-1							
OG0037007						genemark-SEQ_140217-processed-gene-0.0-mRNA-1							
OG0037008						maker-SEQ_247172-augustus-gene-0.6-mRNA-1							
OG0037009						genemark-SEQ_222209-processed-gene-0.0-mRNA-1							
OG0037010						augustus_masked-SEQ_264148-processed-gene-0.3-mRNA-1							
OG0037011						genemark-SEQ_253201-processed-gene-0.0-mRNA-1							
OG0037012						maker-SEQ_240382-augustus-gene-0.4-mRNA-1							
OG0037013						genemark-SEQ_405531-processed-gene-0.0-mRNA-1							
OG0037014						augustus_masked-SEQ_412608-processed-gene-0.1-mRNA-1							
OG0037015						maker-SEQ_386346-augustus-gene-0.1-mRNA-1							
OG0037016						genemark-SEQ_416733-processed-gene-0.2-mRNA-1							
OG0037017						genemark-SEQ_465112-processed-gene-0.0-mRNA-1							
OG0037018						genemark-SEQ_454170-processed-gene-0.0-mRNA-1							
OG0037019						genemark-SEQ_461695-processed-gene-0.0-mRNA-1							
OG0037020						genemark-SEQ_455911-processed-gene-0.0-mRNA-1							
OG0037021						genemark-SEQ_478182-processed-gene-0.0-mRNA-1							
OG0037022						genemark-SEQ_522941-processed-gene-0.1-mRNA-1							
OG0037023						genemark-SEQ_518395-processed-gene-0.0-mRNA-1							
OG0037024						maker-SEQ_571769-augustus-gene-0.4-mRNA-1							
OG0037025						genemark-SEQ_606858-processed-gene-0.0-mRNA-1							
OG0037026						maker-SEQ_581186-augustus-gene-0.2-mRNA-1							
OG0037027						augustus_masked-SEQ_587356-processed-gene-0.1-mRNA-1							
OG0037028						genemark-SEQ_585433-processed-gene-0.1-mRNA-1							
OG0037029						augustus_masked-SEQ_628392-processed-gene-0.2-mRNA-1							
OG0037030						genemark-SEQ_688598-processed-gene-0.0-mRNA-1							
OG0037031						genemark-SEQ_669684-processed-gene-0.1-mRNA-1							
OG0037032						augustus_masked-SEQ_715050-processed-gene-0.1-mRNA-1							
OG0037033						genemark-SEQ_751827-processed-gene-0.0-mRNA-1							
OG0037034						genemark-SEQ_762157-processed-gene-0.0-mRNA-1							
OG0037035						genemark-SEQ_725282-processed-gene-0.0-mRNA-1							
OG0037036						augustus_masked-SEQ_716863-processed-gene-0.1-mRNA-1							
OG0037037						genemark-SEQ_707100-processed-gene-0.0-mRNA-1							
OG0037038						maker-SEQ_812695-augustus-gene-0.3-mRNA-1							
OG0037039						augustus_masked-SEQ_799629-processed-gene-0.1-mRNA-1							
OG0037040						maker-SEQ_956937-augustus-gene-0.2-mRNA-1							
OG0037041						genemark-SEQ_955101-processed-gene-0.0-mRNA-1							
OG0037042						genemark-SEQ_903745-processed-gene-0.0-mRNA-1							
OG0037043						maker-SEQ_1000550-augustus-gene-0.2-mRNA-1							
OG0037044						maker-SEQ_1008439-augustus-gene-0.2-mRNA-1							
OG0037045						genemark-SEQ_1014922-processed-gene-0.1-mRNA-1							
OG0037046						genemark-SEQ_980464-processed-gene-0.0-mRNA-1							
OG0037047						maker-SEQ_1098299-augustus-gene-0.2-mRNA-1							
OG0037048						maker-SEQ_1055355-augustus-gene-0.2-mRNA-1							
OG0037049						genemark-SEQ_1041904-processed-gene-0.0-mRNA-1							
OG0037050						genemark-SEQ_1138320-processed-gene-0.0-mRNA-1							
OG0037051						genemark-SEQ_1115560-processed-gene-0.1-mRNA-1							
OG0037052						augustus_masked-SEQ_1152476-processed-gene-0.1-mRNA-1							
OG0037053						maker-SEQ_1124256-augustus-gene-0.1-mRNA-1							
OG0037054						genemark-SEQ_1243683-processed-gene-0.1-mRNA-1							
OG0037055						genemark-SEQ_1194734-processed-gene-0.0-mRNA-1							
OG0037056						genemark-SEQ_1179740-processed-gene-0.0-mRNA-1							
OG0037057						augustus_masked-SEQ_1187924-processed-gene-0.2-mRNA-1							
OG0037058						genemark-SEQ_1200052-processed-gene-0.2-mRNA-1							
OG0037059						genemark-SEQ_1190335-processed-gene-0.1-mRNA-1							
OG0037060						augustus_masked-SEQ_1255891-processed-gene-0.2-mRNA-1							
OG0037061						augustus_masked-SEQ_1391090-processed-gene-0.1-mRNA-1							
OG0037062						genemark-SEQ_1440889-processed-gene-0.0-mRNA-1							
OG0037063						genemark-SEQ_1509083-processed-gene-0.0-mRNA-1							
OG0037064						genemark-SEQ_1502894-processed-gene-0.0-mRNA-1							
OG0037065						maker-SEQ_1516416-augustus-gene-0.4-mRNA-1							
OG0037066						genemark-SEQ_1522578-processed-gene-0.1-mRNA-1							
OG0037067						genemark-SEQ_1535783-processed-gene-0.0-mRNA-1							
OG0037068						maker-SEQ_1537206-augustus-gene-0.1-mRNA-1							
OG0037069						genemark-SEQ_1535654-processed-gene-0.1-mRNA-1							
OG0037070						genemark-SEQ_1541138-processed-gene-0.0-mRNA-1							
OG0037071						genemark-SEQ_1541340-processed-gene-0.0-mRNA-1							
OG0037072						maker-SEQ_1540722-augustus-gene-0.4-mRNA-1							
OG0037073						genemark-SEQ_1542518-processed-gene-0.1-mRNA-1							
OG0037074						genemark-SEQ_1542195-processed-gene-0.0-mRNA-1							
OG0037075						genemark-SEQ_1542538-processed-gene-0.1-mRNA-1							
OG0037076						genemark-SEQ_1544402-processed-gene-0.0-mRNA-1							
OG0037077						augustus_masked-SEQ_1544330-processed-gene-0.4-mRNA-1							
OG0037078						genemark-SEQ_1545550-processed-gene-0.0-mRNA-1							
OG0037079						augustus_masked-SEQ_1545874-processed-gene-0.1-mRNA-1							
OG0037080						genemark-SEQ_1545494-processed-gene-0.0-mRNA-1							
OG0037081						maker-SEQ_1545812-augustus-gene-0.2-mRNA-1							
OG0037082						maker-SEQ_1545524-augustus-gene-0.1-mRNA-1							
OG0037083						genemark-SEQ_1545391-processed-gene-0.2-mRNA-1							
OG0037084						genemark-SEQ_1545938-processed-gene-0.0-mRNA-1							
OG0037085						genemark-SEQ_1547034-processed-gene-0.2-mRNA-1							
OG0037086						genemark-SEQ_1546320-processed-gene-0.3-mRNA-1							
OG0037087						genemark-SEQ_1546977-processed-gene-0.0-mRNA-1							
OG0037088						genemark-SEQ_1546287-processed-gene-0.0-mRNA-1							
OG0037089						genemark-SEQ_1546768-processed-gene-0.3-mRNA-1							
OG0037090						genemark-SEQ_1546247-processed-gene-0.1-mRNA-1							
OG0037091						genemark-SEQ_1547242-processed-gene-0.0-mRNA-1							
OG0037092						genemark-SEQ_1547720-processed-gene-0.0-mRNA-1							
OG0037093						augustus_masked-SEQ_1547251-processed-gene-0.1-mRNA-1							
OG0037094						genemark-SEQ_1548021-processed-gene-0.0-mRNA-1							
OG0037095						maker-SEQ_1548143-augustus-gene-0.5-mRNA-1							
OG0037096						maker-SEQ_1549488-augustus-gene-0.3-mRNA-1							
OG0037097						augustus_masked-SEQ_1549029-processed-gene-0.1-mRNA-1							
OG0037098						maker-SEQ_1548965-augustus-gene-0.3-mRNA-1							
OG0037099						genemark-SEQ_1550457-processed-gene-0.1-mRNA-1							
OG0037100						genemark-SEQ_1550595-processed-gene-0.1-mRNA-1							
OG0037101						genemark-SEQ_1551098-processed-gene-0.0-mRNA-1							
OG0037102						maker-SEQ_1551147-augustus-gene-0.5-mRNA-1							
OG0037103						maker-SEQ_1552488-augustus-gene-0.4-mRNA-1							
OG0037104						genemark-SEQ_1552176-processed-gene-0.0-mRNA-1							
OG0037105						genemark-SEQ_1551879-processed-gene-0.1-mRNA-1							
OG0037106						genemark-SEQ_1551852-processed-gene-0.1-mRNA-1							
OG0037107						genemark-SEQ_1552997-processed-gene-0.1-mRNA-1							
OG0037108						genemark-SEQ_1553470-processed-gene-0.0-mRNA-1							
OG0037109						genemark-SEQ_1552804-processed-gene-0.0-mRNA-1							
OG0037110						genemark-SEQ_1553010-processed-gene-0.0-mRNA-1							
OG0037111						genemark-SEQ_1552891-processed-gene-0.2-mRNA-1							
OG0037112						genemark-SEQ_1553764-processed-gene-0.1-mRNA-1							
OG0037113						genemark-SEQ_1553921-processed-gene-0.1-mRNA-1							
OG0037114						genemark-SEQ_1553583-processed-gene-0.0-mRNA-1							
OG0037115						genemark-SEQ_1554483-processed-gene-0.1-mRNA-1							
OG0037116						augustus_masked-SEQ_1555270-processed-gene-0.2-mRNA-1							
OG0037117						maker-SEQ_1554725-augustus-gene-0.3-mRNA-1							
OG0037118						genemark-SEQ_1555913-processed-gene-0.1-mRNA-1							
OG0037119						genemark-SEQ_1555580-processed-gene-0.0-mRNA-1							
OG0037120						genemark-SEQ_1555659-processed-gene-0.0-mRNA-1							
OG0037121						maker-SEQ_1555670-augustus-gene-0.3-mRNA-1							
OG0037122						genemark-SEQ_1556865-processed-gene-0.0-mRNA-1							
OG0037123						genemark-SEQ_1557130-processed-gene-0.0-mRNA-1							
OG0037124						genemark-SEQ_1556434-processed-gene-0.1-mRNA-1							
OG0037125						genemark-SEQ_1557099-processed-gene-0.0-mRNA-1							
OG0037126						genemark-SEQ_1557860-processed-gene-0.0-mRNA-1							
OG0037127						genemark-SEQ_1557520-processed-gene-0.0-mRNA-1							
OG0037128						genemark-SEQ_1558477-processed-gene-0.0-mRNA-1							
OG0037129						augustus_masked-SEQ_1559104-processed-gene-0.2-mRNA-1							
OG0037130						genemark-SEQ_1558741-processed-gene-0.0-mRNA-1							
OG0037131						genemark-SEQ_1558548-processed-gene-0.1-mRNA-1							
OG0037132						genemark-SEQ_1558705-processed-gene-0.2-mRNA-1							
OG0037133						augustus_masked-SEQ_1558887-processed-gene-0.0-mRNA-1							
OG0037134						genemark-SEQ_1559929-processed-gene-0.0-mRNA-1							
OG0037135						genemark-SEQ_1559573-processed-gene-0.1-mRNA-1							
OG0037136						maker-SEQ_1559952-augustus-gene-0.5-mRNA-1							
OG0037137						genemark-SEQ_1560638-processed-gene-0.0-mRNA-1							
OG0037138						augustus_masked-SEQ_1560846-processed-gene-0.0-mRNA-1							
OG0037139						maker-SEQ_1560700-augustus-gene-0.2-mRNA-1							
OG0037140						genemark-SEQ_1561867-processed-gene-0.0-mRNA-1							
OG0037141						augustus_masked-SEQ_1561686-processed-gene-0.1-mRNA-1							
OG0037142						genemark-SEQ_1561546-processed-gene-0.0-mRNA-1							
OG0037143						genemark-SEQ_1561798-processed-gene-0.0-mRNA-1							
OG0037144						genemark-SEQ_1562565-processed-gene-0.0-mRNA-1							
OG0037145						maker-SEQ_1562660-augustus-gene-0.1-mRNA-1							
OG0037146						genemark-SEQ_1562140-processed-gene-0.0-mRNA-1							
OG0037147						genemark-SEQ_1563634-processed-gene-0.1-mRNA-1							
OG0037148						genemark-SEQ_1563741-processed-gene-0.1-mRNA-1							
OG0037149						genemark-SEQ_1563724-processed-gene-0.0-mRNA-1							
OG0037150						genemark-SEQ_1564070-processed-gene-0.2-mRNA-1							
OG0037151						genemark-SEQ_1564229-processed-gene-0.2-mRNA-1							
OG0037152						genemark-SEQ_1564582-processed-gene-0.1-mRNA-1							
OG0037153						maker-SEQ_1563864-augustus-gene-0.3-mRNA-1							
OG0037154						maker-SEQ_1563881-augustus-gene-0.1-mRNA-1							
OG0037155						genemark-SEQ_1564707-processed-gene-0.0-mRNA-1							
OG0037156						maker-SEQ_1565819-augustus-gene-0.5-mRNA-1							
OG0037157						maker-SEQ_1566440-augustus-gene-0.5-mRNA-1							
OG0037158						genemark-SEQ_1566267-processed-gene-0.0-mRNA-1							
OG0037159						maker-SEQ_1566310-augustus-gene-0.4-mRNA-1							
OG0037160						genemark-SEQ_1566412-processed-gene-0.2-mRNA-1							
OG0037161						genemark-SEQ_1567026-processed-gene-0.0-mRNA-1							
OG0037162						genemark-SEQ_1567265-processed-gene-0.1-mRNA-1							
OG0037163						genemark-SEQ_1567616-processed-gene-0.0-mRNA-1							
OG0037164						genemark-SEQ_1568677-processed-gene-0.1-mRNA-1							
OG0037165						genemark-SEQ_1568771-processed-gene-0.2-mRNA-1							
OG0037166						augustus_masked-SEQ_1568528-processed-gene-0.4-mRNA-1							
OG0037167						maker-SEQ_1568445-augustus-gene-0.2-mRNA-1							
OG0037168						genemark-SEQ_1569963-processed-gene-0.1-mRNA-1							
OG0037169						genemark-SEQ_1569842-processed-gene-0.0-mRNA-1							
OG0037170						augustus_masked-SEQ_1570087-processed-gene-0.2-mRNA-1							
OG0037171						genemark-SEQ_1571052-processed-gene-0.3-mRNA-1							
OG0037172						genemark-SEQ_1570423-processed-gene-0.0-mRNA-1							
OG0037173						genemark-SEQ_1571948-processed-gene-0.0-mRNA-1							
OG0037174						genemark-SEQ_1571191-processed-gene-0.8-mRNA-1							
OG0037175						genemark-SEQ_1572255-processed-gene-0.0-mRNA-1							
OG0037176						genemark-SEQ_1572574-processed-gene-0.0-mRNA-1							
OG0037177						augustus_masked-SEQ_1572747-processed-gene-0.1-mRNA-1							
OG0037178						genemark-SEQ_1573567-processed-gene-0.0-mRNA-1							
OG0037179						maker-SEQ_1573380-augustus-gene-0.5-mRNA-1							
OG0037180						augustus_masked-SEQ_1573648-processed-gene-0.4-mRNA-1							
OG0037181						maker-SEQ_1573532-augustus-gene-0.5-mRNA-1							
OG0037182						genemark-SEQ_1573871-processed-gene-0.1-mRNA-1							
OG0037183						maker-SEQ_1573275-augustus-gene-0.1-mRNA-1							
OG0037184						genemark-SEQ_1574455-processed-gene-0.0-mRNA-1							
OG0037185						genemark-SEQ_1574790-processed-gene-0.1-mRNA-1							
OG0037186						maker-SEQ_1574737-augustus-gene-0.2-mRNA-1							
OG0037187						maker-SEQ_1574787-augustus-gene-0.3-mRNA-1							
OG0037188						genemark-SEQ_1575074-processed-gene-0.1-mRNA-1							
OG0037189						genemark-SEQ_1574924-processed-gene-0.0-mRNA-1							
OG0037190						genemark-SEQ_1576460-processed-gene-0.2-mRNA-1							
OG0037191						augustus_masked-SEQ_1576125-processed-gene-0.1-mRNA-1							
OG0037192						augustus_masked-SEQ_1576235-processed-gene-0.4-mRNA-1							
OG0037193						genemark-SEQ_1576183-processed-gene-0.0-mRNA-1							
OG0037194						genemark-SEQ_1576653-processed-gene-0.6-mRNA-1							
OG0037195						maker-SEQ_1577337-augustus-gene-0.2-mRNA-1							
OG0037196						genemark-SEQ_1577382-processed-gene-0.0-mRNA-1							
OG0037197						augustus_masked-SEQ_1577671-processed-gene-0.3-mRNA-1							
OG0037198						genemark-SEQ_1577704-processed-gene-0.3-mRNA-1							
OG0037199						genemark-SEQ_1579449-processed-gene-0.0-mRNA-1							
OG0037200						genemark-SEQ_1579088-processed-gene-0.1-mRNA-1							
OG0037201						augustus_masked-SEQ_1580800-processed-gene-0.2-mRNA-1							
OG0037202						genemark-SEQ_1582094-processed-gene-0.0-mRNA-1							
OG0037203						genemark-SEQ_1582026-processed-gene-0.0-mRNA-1							
OG0037204						genemark-SEQ_1581410-processed-gene-0.0-mRNA-1							
OG0037205						maker-SEQ_1581787-augustus-gene-0.3-mRNA-1							
OG0037206						augustus_masked-SEQ_1583214-processed-gene-0.5-mRNA-1							
OG0037207						genemark-SEQ_1582544-processed-gene-0.0-mRNA-1							
OG0037208						genemark-SEQ_1582472-processed-gene-0.0-mRNA-1							
OG0037209						maker-SEQ_1583482-augustus-gene-0.5-mRNA-1							
OG0037210						genemark-SEQ_1583876-processed-gene-0.3-mRNA-1							
OG0037211						maker-SEQ_1583486-augustus-gene-0.2-mRNA-1							
OG0037212						maker-SEQ_1584345-augustus-gene-0.1-mRNA-1							
OG0037213						genemark-SEQ_1584460-processed-gene-0.5-mRNA-1							
