	D1-35	D10-7	D11-1	D2-1-6	D2-2	D3-D-27	D3-K-57	D4-185	D5-8	D6-5	D7-157	D8-8	D9-4
genemark-SEQ_1718792-processed-gene-0.2-mRNA-1	maker-SEQ_617152-augustus-gene-0.47-mRNA-1	genemark-SEQ_1704426-processed-gene-0.3-mRNA-1	genemark-SEQ_3520557-processed-gene-0.2-mRNA-1	maker-SEQ_867477-augustus-gene-0.5-mRNA-1	genemark-SEQ_1565569-processed-gene-0.3-mRNA-1	genemark-SEQ_1631093-processed-gene-0.2-mRNA-1	genemark-SEQ_3025561-processed-gene-0.4-mRNA-1	maker-SEQ_4868614-augustus-gene-0.7-mRNA-1	genemark-SEQ_1617033-processed-gene-0.2-mRNA-1	genemark-SEQ_2106979-processed-gene-0.0-mRNA-1	genemark-SEQ_1483906-processed-gene-0.4-mRNA-1	augustus_masked-SEQ_3625072-processed-gene-0.0-mRNA-1
maker-SEQ_1718394-augustus-gene-0.3-mRNA-1	maker-SEQ_585664-augustus-gene-0.4-mRNA-1	maker-SEQ_1714754-augustus-gene-0.2-mRNA-1	maker-SEQ_3530593-augustus-gene-0.2-mRNA-1	maker-SEQ_2517974-augustus-gene-0.3-mRNA-1	maker-SEQ_1586739-augustus-gene-0.2-mRNA-1	maker-SEQ_1594076-augustus-gene-0.2-mRNA-1	maker-SEQ_3072243-augustus-gene-0.2-mRNA-1	maker-SEQ_3813592-augustus-gene-0.2-mRNA-1	maker-SEQ_1603761-augustus-gene-0.2-mRNA-1	genemark-SEQ_3208335-processed-gene-0.0-mRNA-1	maker-SEQ_1492459-augustus-gene-0.2-mRNA-1	maker-SEQ_3596149-augustus-gene-0.2-mRNA-1
maker-SEQ_1718082-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_622554-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_1776503-processed-gene-0.3-mRNA-1	genemark-SEQ_3508202-processed-gene-0.1-mRNA-1	genemark-SEQ_2589590-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_1580024-processed-gene-0.3-mRNA-1	genemark-SEQ_1609424-processed-gene-0.1-mRNA-1	maker-SEQ_572135-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_4864242-processed-gene-0.0-mRNA-1	maker-SEQ_1661139-augustus-gene-0.4-mRNA-1	augustus_masked-SEQ_3101246-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_1523300-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_3560810-processed-gene-0.0-mRNA-1
augustus_masked-SEQ_1718351-processed-gene-0.0-mRNA-1	maker-SEQ_622515-augustus-gene-0.9-mRNA-1	maker-SEQ_1772556-augustus-gene-0.2-mRNA-1	maker-SEQ_3471184-augustus-gene-0.2-mRNA-1	maker-SEQ_2550314-augustus-gene-0.4-mRNA-1	maker-SEQ_1594569-augustus-gene-0.2-mRNA-1	maker-SEQ_531343-augustus-gene-0.2-mRNA-1	maker-SEQ_3091499-augustus-gene-0.6-mRNA-1	maker-SEQ_3051367-augustus-gene-0.2-mRNA-1	maker-SEQ_1237501-augustus-gene-0.2-mRNA-1	maker-SEQ_281177-augustus-gene-0.3-mRNA-1	maker-SEQ_1477807-augustus-gene-0.2-mRNA-1	maker-SEQ_3495072-augustus-gene-0.2-mRNA-1
maker-SEQ_1718540-augustus-gene-0.5-mRNA-1	augustus_masked-SEQ_603640-processed-gene-0.6-mRNA-1	genemark-SEQ_1783106-processed-gene-0.3-mRNA-1	maker-SEQ_2014435-augustus-gene-0.5-mRNA-1	maker-SEQ_998339-augustus-gene-0.5-mRNA-1	maker-SEQ_1603306-augustus-gene-0.5-mRNA-1	maker-SEQ_1582140-augustus-gene-0.5-mRNA-1	maker-SEQ_639413-augustus-gene-0.2-mRNA-1	maker-SEQ_2646837-augustus-gene-0.4-mRNA-1	maker-SEQ_1619335-augustus-gene-0.7-mRNA-1	maker-SEQ_3150143-augustus-gene-0.5-mRNA-1	maker-SEQ_1502702-augustus-gene-0.5-mRNA-1	genemark-SEQ_3538310-processed-gene-0.2-mRNA-1
genemark-SEQ_1718300-processed-gene-0.1-mRNA-1	genemark-SEQ_588764-processed-gene-0.3-mRNA-1	genemark-SEQ_1717676-processed-gene-0.2-mRNA-1	genemark-SEQ_904245-processed-gene-0.1-mRNA-1	genemark-SEQ_2523421-processed-gene-0.0-mRNA-1	maker-SEQ_1555348-augustus-gene-0.3-mRNA-1	genemark-SEQ_1568921-processed-gene-0.1-mRNA-1	genemark-SEQ_2056143-processed-gene-0.1-mRNA-1	genemark-SEQ_3841439-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_1486340-processed-gene-0.2-mRNA-1	genemark-SEQ_3178065-processed-gene-0.1-mRNA-1	maker-SEQ_1493033-augustus-gene-0.3-mRNA-1	genemark-SEQ_3585752-processed-gene-0.1-mRNA-1
maker-SEQ_1717997-augustus-gene-0.2-mRNA-1	maker-SEQ_580373-augustus-gene-0.5-mRNA-1	maker-SEQ_1725834-augustus-gene-0.2-mRNA-1	maker-SEQ_3526547-augustus-gene-0.3-mRNA-1	maker-SEQ_134975-augustus-gene-0.3-mRNA-1	maker-SEQ_1555170-augustus-gene-0.4-mRNA-1	maker-SEQ_1629807-augustus-gene-0.3-mRNA-1	maker-SEQ_466899-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_2889393-processed-gene-0.0-mRNA-1	maker-SEQ_1613888-augustus-gene-0.3-mRNA-1	maker-SEQ_3218135-augustus-gene-0.3-mRNA-1	genemark-SEQ_56213-processed-gene-0.0-mRNA-1	maker-SEQ_613706-augustus-gene-0.2-mRNA-1
maker-SEQ_1718092-augustus-gene-0.6-mRNA-1	maker-SEQ_619681-augustus-gene-0.26-mRNA-1	maker-SEQ_1776056-augustus-gene-0.8-mRNA-1	maker-SEQ_3480696-augustus-gene-0.2-mRNA-1	maker-SEQ_2569416-augustus-gene-0.3-mRNA-1	augustus_masked-SEQ_1573965-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_1631468-processed-gene-0.0-mRNA-1	maker-SEQ_2745572-augustus-gene-0.2-mRNA-1	maker-SEQ_4760390-augustus-gene-0.2-mRNA-1	maker-SEQ_1500407-augustus-gene-0.2-mRNA-1	maker-SEQ_3107763-augustus-gene-0.2-mRNA-1	maker-SEQ_1529568-augustus-gene-0.5-mRNA-1	maker-SEQ_3582263-augustus-gene-0.2-mRNA-1
maker-SEQ_1717990-augustus-gene-0.6-mRNA-1	genemark-SEQ_606808-processed-gene-0.7-mRNA-1	maker-SEQ_1753769-augustus-gene-0.5-mRNA-1	maker-SEQ_3519667-augustus-gene-0.2-mRNA-1	genemark-SEQ_2505132-processed-gene-0.1-mRNA-1	maker-SEQ_1572643-augustus-gene-0.6-mRNA-1	maker-SEQ_1599879-augustus-gene-0.7-mRNA-1	maker-SEQ_3046998-augustus-gene-0.5-mRNA-1	maker-SEQ_4857390-augustus-gene-0.5-mRNA-1	maker-SEQ_1619375-augustus-gene-0.5-mRNA-1	maker-SEQ_3126713-augustus-gene-0.6-mRNA-1	maker-SEQ_1524872-augustus-gene-0.5-mRNA-1	maker-SEQ_3559612-augustus-gene-0.5-mRNA-1
maker-SEQ_1717990-augustus-gene-0.5-mRNA-1	maker-SEQ_606808-augustus-gene-0.8-mRNA-1	maker-SEQ_1753769-augustus-gene-0.6-mRNA-1	maker-SEQ_3519667-augustus-gene-0.3-mRNA-1	genemark-SEQ_2505132-processed-gene-0.0-mRNA-1	maker-SEQ_1572643-augustus-gene-0.7-mRNA-1	maker-SEQ_1599879-augustus-gene-0.6-mRNA-1	maker-SEQ_3046998-augustus-gene-0.4-mRNA-1	maker-SEQ_4857390-augustus-gene-0.6-mRNA-1	maker-SEQ_1619375-augustus-gene-0.6-mRNA-1	maker-SEQ_3126713-augustus-gene-0.5-mRNA-1	maker-SEQ_1524872-augustus-gene-0.6-mRNA-1	maker-SEQ_3559612-augustus-gene-0.6-mRNA-1
maker-SEQ_1718784-augustus-gene-0.2-mRNA-1	maker-SEQ_600015-augustus-gene-0.16-mRNA-1	maker-SEQ_1785360-augustus-gene-0.6-mRNA-1	maker-SEQ_3494548-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_2541140-processed-gene-0.1-mRNA-1	maker-SEQ_1603794-augustus-gene-0.4-mRNA-1	maker-SEQ_815081-augustus-gene-0.2-mRNA-1	genemark-SEQ_3030867-processed-gene-0.3-mRNA-1	maker-SEQ_4862010-augustus-gene-0.2-mRNA-1	maker-SEQ_1663951-augustus-gene-0.3-mRNA-1	maker-SEQ_3188912-augustus-gene-0.3-mRNA-1	genemark-SEQ_1527152-processed-gene-0.3-mRNA-1	maker-SEQ_2317161-augustus-gene-0.2-mRNA-1
genemark-SEQ_1718365-processed-gene-0.1-mRNA-1	genemark-SEQ_620772-processed-gene-0.29-mRNA-1	genemark-SEQ_1744889-processed-gene-0.0-mRNA-1	genemark-SEQ_3533264-processed-gene-0.3-mRNA-1	genemark-SEQ_2414608-processed-gene-0.0-mRNA-1	genemark-SEQ_1602032-processed-gene-0.0-mRNA-1	genemark-SEQ_1601403-processed-gene-0.1-mRNA-1	genemark-SEQ_517757-processed-gene-0.1-mRNA-1	maker-SEQ_4862342-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_1621194-processed-gene-0.1-mRNA-1	genemark-SEQ_3161646-processed-gene-0.0-mRNA-1	genemark-SEQ_1491624-processed-gene-0.0-mRNA-1	genemark-SEQ_3617993-processed-gene-0.1-mRNA-1
genemark-SEQ_1718725-processed-gene-0.4-mRNA-1	genemark-SEQ_622801-processed-gene-0.17-mRNA-1	genemark-SEQ_1730623-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_3534833-processed-gene-0.0-mRNA-1	maker-SEQ_2561993-augustus-gene-0.3-mRNA-1	augustus_masked-SEQ_1608746-processed-gene-0.6-mRNA-1	genemark-SEQ_82975-processed-gene-0.1-mRNA-1	genemark-SEQ_125240-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_4866325-processed-gene-0.0-mRNA-1	maker-SEQ_1644113-augustus-gene-0.3-mRNA-1	augustus_masked-SEQ_3161779-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_1475521-processed-gene-0.2-mRNA-1	maker-SEQ_3607345-augustus-gene-0.2-mRNA-1
genemark-SEQ_1718812-processed-gene-0.3-mRNA-1	maker-SEQ_614254-augustus-gene-0.25-mRNA-1	genemark-SEQ_921931-processed-gene-0.0-mRNA-1	genemark-SEQ_3483397-processed-gene-0.1-mRNA-1	genemark-SEQ_1930602-processed-gene-0.0-mRNA-1	maker-SEQ_1609960-augustus-gene-0.6-mRNA-1	maker-SEQ_1575687-augustus-gene-0.3-mRNA-1	genemark-SEQ_3074157-processed-gene-0.1-mRNA-1	genemark-SEQ_2249079-processed-gene-0.1-mRNA-1	maker-SEQ_1620907-augustus-gene-0.4-mRNA-1	genemark-SEQ_2251724-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_1486296-processed-gene-0.2-mRNA-1	genemark-SEQ_3568478-processed-gene-0.1-mRNA-1
genemark-SEQ_1718229-processed-gene-0.4-mRNA-1	genemark-SEQ_562195-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_1774831-processed-gene-0.2-mRNA-1	genemark-SEQ_3519678-processed-gene-0.2-mRNA-1	genemark-SEQ_2587379-processed-gene-0.0-mRNA-1	genemark-SEQ_1590017-processed-gene-0.0-mRNA-1	genemark-SEQ_1610624-processed-gene-0.2-mRNA-1	genemark-SEQ_968797-processed-gene-0.1-mRNA-1	genemark-SEQ_3569453-processed-gene-0.1-mRNA-1	genemark-SEQ_658446-processed-gene-0.0-mRNA-1	genemark-SEQ_3190449-processed-gene-0.1-mRNA-1	genemark-SEQ_1464989-processed-gene-0.0-mRNA-1	genemark-SEQ_3578154-processed-gene-0.1-mRNA-1
genemark-SEQ_1717955-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_619011-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_1704068-processed-gene-0.2-mRNA-1	maker-SEQ_3494370-augustus-gene-0.2-mRNA-1	maker-SEQ_1542772-augustus-gene-0.3-mRNA-1	augustus_masked-SEQ_1570867-processed-gene-0.2-mRNA-1	genemark-SEQ_1633200-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_2588857-processed-gene-0.0-mRNA-1	maker-SEQ_1053159-augustus-gene-0.3-mRNA-1	augustus_masked-SEQ_860040-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_3184357-processed-gene-0.5-mRNA-1	maker-SEQ_1488415-augustus-gene-0.3-mRNA-1	maker-SEQ_3559282-augustus-gene-0.3-mRNA-1
augustus_masked-SEQ_1718651-processed-gene-0.0-mRNA-1	maker-SEQ_457123-augustus-gene-0.2-mRNA-1	maker-SEQ_1751642-augustus-gene-0.3-mRNA-1	augustus_masked-SEQ_3425606-processed-gene-0.0-mRNA-1	maker-SEQ_2564607-augustus-gene-0.4-mRNA-1	maker-SEQ_1591420-augustus-gene-0.2-mRNA-1	genemark-SEQ_646065-processed-gene-0.1-mRNA-1	genemark-SEQ_3094127-processed-gene-0.1-mRNA-1	maker-SEQ_2019994-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_1626003-processed-gene-0.1-mRNA-1	genemark-SEQ_1467220-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_1470740-processed-gene-0.1-mRNA-1	maker-SEQ_3623002-augustus-gene-0.2-mRNA-1
augustus_masked-SEQ_1718601-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_589522-processed-gene-0.5-mRNA-1	genemark-SEQ_1785567-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_3526248-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_2566125-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_1536154-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_1371387-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_3047906-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_2807298-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_1611534-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_3216757-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_1521690-processed-gene-0.6-mRNA-1	genemark-SEQ_3589020-processed-gene-0.2-mRNA-1
maker-SEQ_1718646-augustus-gene-0.5-mRNA-1	genemark-SEQ_616949-processed-gene-0.7-mRNA-1	genemark-SEQ_1753281-processed-gene-0.1-mRNA-1	maker-SEQ_3523413-augustus-gene-0.4-mRNA-1	genemark-SEQ_627776-processed-gene-0.0-mRNA-1	genemark-SEQ_1571041-processed-gene-0.0-mRNA-1	genemark-SEQ_1600232-processed-gene-0.2-mRNA-1	genemark-SEQ_2934556-processed-gene-0.1-mRNA-1	genemark-SEQ_825045-processed-gene-0.2-mRNA-1	genemark-SEQ_1616598-processed-gene-0.0-mRNA-1	maker-SEQ_3182198-augustus-gene-0.4-mRNA-1	augustus_masked-SEQ_1490279-processed-gene-0.2-mRNA-1	maker-SEQ_3539852-augustus-gene-0.5-mRNA-1
genemark-SEQ_1718033-processed-gene-0.1-mRNA-1	maker-SEQ_613897-augustus-gene-0.7-mRNA-1	genemark-SEQ_1782992-processed-gene-0.0-mRNA-1	maker-SEQ_3519537-augustus-gene-0.2-mRNA-1	genemark-SEQ_115926-processed-gene-0.0-mRNA-1	genemark-SEQ_1553201-processed-gene-0.0-mRNA-1	genemark-SEQ_1616311-processed-gene-0.1-mRNA-1	maker-SEQ_3038619-augustus-gene-0.2-mRNA-1	maker-SEQ_4861855-augustus-gene-0.2-mRNA-1	maker-SEQ_638686-augustus-gene-0.2-mRNA-1	maker-SEQ_3166091-augustus-gene-0.2-mRNA-1	maker-SEQ_1459849-augustus-gene-0.2-mRNA-1	maker-SEQ_3573064-augustus-gene-0.2-mRNA-1
maker-SEQ_1718802-augustus-gene-0.2-mRNA-1	maker-SEQ_609749-augustus-gene-0.3-mRNA-1	maker-SEQ_1750714-augustus-gene-0.2-mRNA-1	maker-SEQ_3528339-augustus-gene-0.2-mRNA-1	maker-SEQ_1862103-augustus-gene-0.2-mRNA-1	maker-SEQ_1586237-augustus-gene-0.2-mRNA-1	maker-SEQ_1206296-augustus-gene-0.2-mRNA-1	maker-SEQ_3114627-augustus-gene-0.3-mRNA-1	maker-SEQ_2070021-augustus-gene-0.2-mRNA-1	maker-SEQ_745458-augustus-gene-0.2-mRNA-1	maker-SEQ_3156251-augustus-gene-0.2-mRNA-1	maker-SEQ_1494264-augustus-gene-0.2-mRNA-1	maker-SEQ_3573612-augustus-gene-0.2-mRNA-1
maker-SEQ_1718477-augustus-gene-0.6-mRNA-1	maker-SEQ_601955-augustus-gene-0.6-mRNA-1	maker-SEQ_1756316-augustus-gene-0.11-mRNA-1	augustus_masked-SEQ_3416646-processed-gene-0.1-mRNA-1	maker-SEQ_2525048-augustus-gene-0.4-mRNA-1	augustus_masked-SEQ_1577595-processed-gene-0.5-mRNA-1	augustus_masked-SEQ_1608027-processed-gene-0.1-mRNA-1	maker-SEQ_3095489-augustus-gene-0.6-mRNA-1	augustus_masked-SEQ_1952177-processed-gene-0.1-mRNA-1	genemark-SEQ_533201-processed-gene-0.1-mRNA-1	maker-SEQ_3203222-augustus-gene-0.4-mRNA-1	maker-SEQ_1489486-augustus-gene-0.4-mRNA-1	maker-SEQ_3606846-augustus-gene-0.6-mRNA-1
genemark-SEQ_1718306-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_617227-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_1739823-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_3525919-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_2514956-processed-gene-0.1-mRNA-1	genemark-SEQ_1599868-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_1609461-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_2299321-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_776433-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_1646563-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_1729194-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_1531342-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_3613746-processed-gene-0.0-mRNA-1
genemark-SEQ_1718745-processed-gene-0.1-mRNA-1	maker-SEQ_581261-augustus-gene-0.8-mRNA-1	genemark-SEQ_1719567-processed-gene-0.0-mRNA-1	genemark-SEQ_3405776-processed-gene-0.1-mRNA-1	maker-SEQ_2553217-augustus-gene-0.3-mRNA-1	genemark-SEQ_26252-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_76872-processed-gene-0.1-mRNA-1	genemark-SEQ_2730511-processed-gene-0.1-mRNA-1	genemark-SEQ_4860584-processed-gene-0.1-mRNA-1	maker-SEQ_1425317-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_2408600-processed-gene-0.1-mRNA-1	genemark-SEQ_1472118-processed-gene-0.0-mRNA-1	maker-SEQ_3518834-augustus-gene-0.2-mRNA-1
augustus_masked-SEQ_1719091-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_592444-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_1751693-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_1560480-processed-gene-0.0-mRNA-1	maker-SEQ_1397276-augustus-gene-0.4-mRNA-1	augustus_masked-SEQ_1582254-processed-gene-0.7-mRNA-1	augustus_masked-SEQ_1600527-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_285655-processed-gene-0.0-mRNA-1	maker-SEQ_2349947-augustus-gene-0.4-mRNA-1	maker-SEQ_956892-augustus-gene-0.6-mRNA-1	augustus_masked-SEQ_3175888-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_1482057-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_3608250-processed-gene-0.0-mRNA-1
maker-SEQ_1719085-augustus-gene-0.11-mRNA-1	augustus_masked-SEQ_579435-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_1727062-processed-gene-0.4-mRNA-1	augustus_masked-SEQ_3535794-processed-gene-0.0-mRNA-1	maker-SEQ_800072-augustus-gene-0.3-mRNA-1	augustus_masked-SEQ_1565272-processed-gene-0.5-mRNA-1	augustus_masked-SEQ_1631184-processed-gene-0.2-mRNA-1	maker-SEQ_340704-augustus-gene-0.3-mRNA-1	maker-SEQ_1468448-augustus-gene-0.2-mRNA-1	maker-SEQ_1660034-augustus-gene-0.5-mRNA-1	augustus_masked-SEQ_3212599-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_1494307-processed-gene-0.5-mRNA-1	augustus_masked-SEQ_3578022-processed-gene-0.1-mRNA-1
maker-SEQ_1719374-augustus-gene-0.2-mRNA-1	maker-SEQ_591780-augustus-gene-0.2-mRNA-1	genemark-SEQ_1752494-processed-gene-0.2-mRNA-1	genemark-SEQ_3483339-processed-gene-0.1-mRNA-1	maker-SEQ_2138473-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_1594509-processed-gene-0.3-mRNA-1	maker-SEQ_1629082-augustus-gene-0.2-mRNA-1	genemark-SEQ_1739707-processed-gene-0.1-mRNA-1	maker-SEQ_4393143-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_1641315-processed-gene-0.1-mRNA-1	genemark-SEQ_1557990-processed-gene-0.1-mRNA-1	maker-SEQ_1480863-augustus-gene-0.3-mRNA-1	genemark-SEQ_3556912-processed-gene-0.1-mRNA-1
maker-SEQ_1719231-augustus-gene-0.6-mRNA-1	maker-SEQ_595168-augustus-gene-0.5-mRNA-1	maker-SEQ_1718906-augustus-gene-0.6-mRNA-1	genemark-SEQ_3433437-processed-gene-0.0-mRNA-1	genemark-SEQ_685008-processed-gene-0.0-mRNA-1	maker-SEQ_1611125-augustus-gene-0.5-mRNA-1	maker-SEQ_1591094-augustus-gene-0.4-mRNA-1	maker-SEQ_1149019-augustus-gene-0.2-mRNA-1	maker-SEQ_993939-augustus-gene-0.4-mRNA-1	maker-SEQ_1659161-augustus-gene-0.4-mRNA-1	maker-SEQ_3209119-augustus-gene-0.3-mRNA-1	maker-SEQ_1480170-augustus-gene-0.5-mRNA-1	maker-SEQ_3618043-augustus-gene-0.5-mRNA-1
augustus_masked-SEQ_1719633-processed-gene-0.0-mRNA-1	maker-SEQ_598356-augustus-gene-0.11-mRNA-1	augustus_masked-SEQ_1738593-processed-gene-0.6-mRNA-1	augustus_masked-SEQ_3432091-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_2588103-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_1555159-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_1219516-processed-gene-0.1-mRNA-1	maker-SEQ_3112504-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_2885898-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_925448-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_2598256-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_1311613-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_3627898-processed-gene-0.2-mRNA-1
maker-SEQ_1719456-augustus-gene-0.2-mRNA-1	maker-SEQ_579095-augustus-gene-0.10-mRNA-1	maker-SEQ_1762346-augustus-gene-0.2-mRNA-1	maker-SEQ_3483480-augustus-gene-0.2-mRNA-1	genemark-SEQ_1147979-processed-gene-0.0-mRNA-1	genemark-SEQ_1591905-processed-gene-0.1-mRNA-1	maker-SEQ_1598202-augustus-gene-0.2-mRNA-1	maker-SEQ_3110173-augustus-gene-0.2-mRNA-1	maker-SEQ_3384250-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_1592103-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_379202-processed-gene-0.2-mRNA-1	maker-SEQ_1481875-augustus-gene-0.2-mRNA-1	augustus_masked-SEQ_3617979-processed-gene-0.0-mRNA-1
genemark-SEQ_1719286-processed-gene-0.1-mRNA-1	maker-SEQ_613971-augustus-gene-0.9-mRNA-1	maker-SEQ_1784469-augustus-gene-0.3-mRNA-1	maker-SEQ_1148944-augustus-gene-0.2-mRNA-1	maker-SEQ_2519972-augustus-gene-0.2-mRNA-1	maker-SEQ_1609819-augustus-gene-0.6-mRNA-1	genemark-SEQ_1612770-processed-gene-0.1-mRNA-1	genemark-SEQ_119552-processed-gene-0.1-mRNA-1	maker-SEQ_4491101-augustus-gene-0.2-mRNA-1	maker-SEQ_1621268-augustus-gene-0.3-mRNA-1	maker-SEQ_835955-augustus-gene-0.3-mRNA-1	genemark-SEQ_1528754-processed-gene-0.0-mRNA-1	maker-SEQ_3624486-augustus-gene-0.2-mRNA-1
genemark-SEQ_1718839-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_608565-processed-gene-0.4-mRNA-1	genemark-SEQ_28051-processed-gene-0.0-mRNA-1	genemark-SEQ_3484692-processed-gene-0.1-mRNA-1	genemark-SEQ_2545506-processed-gene-0.0-mRNA-1	maker-SEQ_1565466-augustus-gene-0.2-mRNA-1	maker-SEQ_1629021-augustus-gene-0.2-mRNA-1	genemark-SEQ_49547-processed-gene-0.1-mRNA-1	genemark-SEQ_38950-processed-gene-0.1-mRNA-1	genemark-SEQ_1640298-processed-gene-0.0-mRNA-1	genemark-SEQ_2947576-processed-gene-0.0-mRNA-1	genemark-SEQ_1517541-processed-gene-0.0-mRNA-1	genemark-SEQ_3571346-processed-gene-0.1-mRNA-1
maker-SEQ_1719412-augustus-gene-0.3-mRNA-1	maker-SEQ_622658-augustus-gene-0.18-mRNA-1	maker-SEQ_1723608-augustus-gene-0.5-mRNA-1	maker-SEQ_3491297-augustus-gene-0.4-mRNA-1	maker-SEQ_2328050-augustus-gene-0.2-mRNA-1	maker-SEQ_397090-augustus-gene-0.3-mRNA-1	maker-SEQ_1269179-augustus-gene-0.3-mRNA-1	maker-SEQ_1800670-augustus-gene-0.4-mRNA-1	maker-SEQ_2853532-augustus-gene-0.3-mRNA-1	maker-SEQ_79690-augustus-gene-0.5-mRNA-1	maker-SEQ_3198140-augustus-gene-0.5-mRNA-1	genemark-SEQ_1497485-processed-gene-0.0-mRNA-1	maker-SEQ_3583106-augustus-gene-0.5-mRNA-1
genemark-SEQ_1719309-processed-gene-0.7-mRNA-1	genemark-SEQ_610481-processed-gene-0.7-mRNA-1	genemark-SEQ_1760447-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_3495083-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_2152990-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_1589011-processed-gene-0.4-mRNA-1	augustus_masked-SEQ_1590633-processed-gene-0.2-mRNA-1	genemark-SEQ_2283579-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_4132158-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_1648346-processed-gene-0.3-mRNA-1	augustus_masked-SEQ_3193799-processed-gene-0.2-mRNA-1	genemark-SEQ_1525275-processed-gene-0.1-mRNA-1	genemark-SEQ_1385399-processed-gene-0.1-mRNA-1
augustus_masked-SEQ_1719309-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_610481-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_1760447-processed-gene-0.6-mRNA-1	augustus_masked-SEQ_3488400-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_2402378-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_1589011-processed-gene-0.5-mRNA-1	augustus_masked-SEQ_1626656-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_979133-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_4504232-processed-gene-0.0-mRNA-1	augustus_masked-SEQ_1648346-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_1441092-processed-gene-0.1-mRNA-1	augustus_masked-SEQ_1525275-processed-gene-0.2-mRNA-1	augustus_masked-SEQ_3572830-processed-gene-0.0-mRNA-1
